post_id,date,month,weekday,hour,topic,text,label,sentiment_score,followers,likes,retweets,comments,engagement_total
15619,2025-06-19,6,3,17,Food,"dessert today, and it was price",neutral,-0.26,171788,38720,10327,7512,56559
15620,2025-01-01,1,2,15,Technology,"chip today, and it was innovative",positive,0.83,535,111,29,19,159
15621,2025-06-14,6,5,18,Entertainment,"game today, and it was boring",negative,-0.81,5449,785,258,140,1183
15622,2025-06-29,6,6,20,Technology,Anyone else think chip is overhyped?,negative,-0.96,246,70,24,5,99
15623,2025-06-12,6,3,21,Social,Just experienced education - discussion!,neutral,0.08,876,260,101,76,437
15624,2025-05-26,5,0,21,Entertainment,Just experienced game - classic!,positive,0.31,1163,344,106,77,527
15625,2025-05-28,5,2,13,Finance,Can we talk about crypto? breakthrough,positive,0.85,744,56,17,7,80
15626,2025-06-21,6,5,21,Technology,Just experienced AI - innovative!,positive,0.96,151149,21744,3450,1569,26763
15627,2025-02-26,2,2,16,Finance,Anyone else think bitcoin is wealth?,positive,0.9,593,7,1,0,8
15628,2025-01-27,1,0,14,Entertainment,Anyone else think anime is boring?,negative,-0.41,3546,644,116,95,855
15629,2025-05-16,5,4,21,Technology,"Tesla today, and it was buggy",negative,-0.34,23,0,0,0,0
15630,2025-05-31,5,5,11,Technology,Anyone else think self-driving is price?,neutral,-0.24,2601,426,154,40,620
15631,2025-05-20,5,1,9,Entertainment,Just experienced game - masterpiece!,positive,0.65,10765,2979,1214,643,4836
15632,2025-05-14,5,2,23,Technology,5G is really overhyped,negative,-0.97,381,60,24,13,97
15633,2025-01-22,1,2,9,Technology,Can we talk about phone? buggy,negative,-0.48,7,0,0,0,0
15634,2025-03-17,3,0,14,Finance,Just experienced crypto - breakthrough!,positive,0.61,1015,47,13,8,68
15635,2025-06-04,6,2,19,Social,My thoughts on pension: hopeful,positive,0.87,1134,103,32,22,157
15636,2025-05-15,5,3,22,Technology,Anyone else think robot is buggy?,negative,-0.84,4666,266,78,79,423
15637,2025-06-28,6,5,9,Technology,Tesla is really features,neutral,0.0,61194,9959,3692,604,14255
15638,2025-02-26,2,2,7,Finance,crypto is really rally,positive,0.53,512,101,11,6,118
15639,2025-01-05,1,6,8,Entertainment,Just experienced concert - waste of time!,negative,-0.41,197,50,9,12,71
15640,2025-02-04,2,1,11,Finance,My thoughts on stocks: portfolio,neutral,0.28,106,31,12,7,50
15641,2025-03-08,3,5,17,Social,transport is really anxious,negative,-0.42,1629,143,46,20,209
15642,2025-05-30,5,4,12,Technology,My thoughts on phone: innovative,positive,0.43,2860,602,237,137,976
15643,2025-05-23,5,4,23,Food,boba tea is really delicious,positive,0.95,368,8,2,1,11
15644,2025-06-16,6,0,6,Social,pension is really progress,positive,0.63,5204,589,161,145,895
15645,2025-05-02,5,4,8,Social,My thoughts on work-life: hopeful,positive,0.32,2781,525,130,55,710
15646,2025-01-08,1,2,10,Technology,Just experienced AI - great!,positive,0.47,1195,201,43,57,301
15647,2025-01-23,1,3,12,Social,health is really difficult,negative,-0.71,180,3,0,0,3
15648,2025-01-09,1,3,11,Food,Just experienced boba tea - amazing!,positive,0.87,418,69,31,16,116
15649,2025-05-05,5,0,14,Entertainment,My thoughts on game: amazing,positive,0.6,8,1,0,0,1
15650,2025-03-03,3,0,10,Social,"inflation today, and it was stressful",negative,-0.82,1757,511,176,48,735
15651,2025-06-21,6,5,20,Social,Anyone else think work-life is progress?,positive,0.35,1155,313,142,78,533
15652,2025-04-22,4,1,13,Finance,My thoughts on bitcoin: trading,neutral,0.2,1598,388,56,110,554
15653,2025-03-31,3,0,21,Entertainment,Can we talk about anime? box office,neutral,-0.24,3006,502,52,109,663
15654,2025-01-05,1,6,19,Finance,"economy today, and it was profit",positive,0.63,2372,632,291,119,1042
15655,2025-04-16,4,2,9,Technology,"Apple today, and it was price",neutral,-0.05,879,74,34,20,128
15656,2025-02-17,2,0,22,Entertainment,"Marvel today, and it was classic",positive,1.0,1208,253,108,33,394
15657,2025-02-10,2,0,10,Food,"street food today, and it was price",neutral,0.12,66,14,2,0,16
15658,2025-06-26,6,3,22,Entertainment,My thoughts on Marvel: amazing,positive,0.4,341,52,21,10,83
15659,2025-01-22,1,2,6,Technology,My thoughts on AI: amazing,positive,0.94,1213,58,11,7,76
15660,2025-02-04,2,1,20,Finance,"economy today, and it was trading",neutral,-0.17,251,31,7,3,41
15661,2025-06-04,6,2,11,Finance,"funds today, and it was volatile",negative,-0.64,6126,814,98,117,1029
15662,2025-01-08,1,2,19,Entertainment,Can we talk about movie? boring,negative,-0.89,293,78,18,6,102
15663,2025-03-31,3,0,20,Social,Just experienced health - hopeful!,positive,0.87,1690,175,34,27,236
15664,2025-04-19,4,5,19,Food,boba tea is really review,neutral,-0.05,1384,336,119,19,474
15665,2025-01-20,1,0,9,Finance,stocks is really rally,positive,0.56,4878,80,29,14,123
15666,2025-03-24,3,0,19,Food,Just experienced BBQ - hidden gem!,positive,0.42,6644,462,224,77,763
15667,2025-01-19,1,6,8,Finance,Just experienced stocks - forecast!,neutral,-0.3,4394,811,84,78,973
15668,2025-06-27,6,4,15,Social,Anyone else think transport is support?,positive,0.7,16,3,1,0,4
15669,2025-01-30,1,3,13,Technology,"chip today, and it was disappointing",negative,-0.52,11947,222,49,58,329
15670,2025-06-02,6,0,11,Social,"transport today, and it was progress",positive,0.48,23262,3463,1288,754,5505
15671,2025-02-06,2,3,16,Entertainment,Can we talk about concert? terrible,negative,-1.0,418,28,7,4,39
15672,2025-04-18,4,4,17,Entertainment,Anyone else think game is terrible?,negative,-0.83,1760,194,35,15,244
15673,2025-03-10,3,0,20,Technology,"5G today, and it was specs",neutral,-0.21,184,31,13,7,51
15674,2025-05-17,5,5,13,Finance,Can we talk about investment? recession,negative,-0.83,22,5,1,0,6
15675,2025-01-16,1,3,7,Social,"transport today, and it was discussion",neutral,0.2,250,43,14,7,64
15676,2025-06-10,6,1,8,Social,My thoughts on health: support,positive,0.88,372,18,7,3,28
15677,2025-03-23,3,6,11,Entertainment,Can we talk about movie? must-watch,positive,0.31,539,142,66,31,239
15678,2025-02-14,2,4,16,Social,My thoughts on inflation: survey,neutral,-0.04,161,6,1,0,7
15679,2025-04-21,4,0,8,Technology,Just experienced blockchain - launch!,neutral,-0.01,252,21,6,5,32
15680,2025-03-12,3,2,18,Finance,Anyone else think economy is loss?,negative,-0.4,1072,210,27,19,256
15681,2025-03-13,3,3,20,Technology,My thoughts on internet: price,neutral,0.17,234,24,3,1,28
15682,2025-03-16,3,6,20,Technology,GPT is really amazing,positive,0.92,3252,676,314,141,1131
15683,2025-05-22,5,3,12,Social,"transport today, and it was support",positive,0.98,4286,120,12,9,141
15684,2025-02-11,2,1,15,Social,Just experienced inflation - report!,neutral,0.16,128126,23203,6471,4675,34349
15685,2025-05-29,5,3,16,Technology,Anyone else think Xiaomi is leading?,positive,0.85,10418,2841,749,844,4434
15686,2025-03-15,3,5,10,Entertainment,My thoughts on Netflix: premiere,neutral,0.19,1783,124,22,10,156
15687,2025-01-02,1,3,6,Food,Can we talk about dessert? price,neutral,0.09,317,15,3,3,21
15688,2025-06-03,6,1,10,Food,Just experienced street food - disappointing!,negative,-0.9,1973,148,49,30,227
15689,2025-03-29,3,5,11,Technology,Tesla is really review,neutral,0.17,2107,213,40,12,265
15690,2025-02-02,2,6,8,Entertainment,"concert today, and it was trailer",neutral,-0.09,392,15,7,1,23
15691,2025-06-25,6,2,12,Entertainment,anime is really classic,positive,0.43,5257,330,114,72,516
15692,2025-01-21,1,1,11,Social,Anyone else think pension is stressful?,negative,-0.6,66,16,5,2,23
15693,2025-05-06,5,1,8,Entertainment,Can we talk about concert? masterpiece,positive,0.31,672,111,26,12,149
15694,2025-03-09,3,6,13,Social,My thoughts on housing: positive,positive,0.45,3333,107,43,12,162
15695,2025-05-20,5,1,17,Social,Can we talk about work-life? expensive,negative,-0.8,616,32,5,2,39
15696,2025-02-08,2,5,23,Finance,Just experienced crypto - wealth!,positive,0.97,725,182,38,38,258
15697,2025-04-03,4,3,14,Technology,"Apple today, and it was price",neutral,-0.03,832,72,17,20,109
15698,2025-02-17,2,0,11,Entertainment,Can we talk about movie? release,neutral,-0.06,206,50,9,14,73
15699,2025-03-22,3,5,22,Technology,Just experienced phone - overpriced!,negative,-0.66,11473,3207,516,789,4512
15700,2025-01-20,1,0,14,Finance,My thoughts on funds: volatile,negative,-0.63,143,11,1,3,15
15701,2025-03-30,3,6,23,Entertainment,Can we talk about game? masterpiece,positive,0.31,2072,393,88,34,515
15702,2025-03-03,3,0,10,Food,Can we talk about hotpot? wait time,neutral,-0.1,2508,550,95,118,763
15703,2025-01-07,1,1,11,Food,My thoughts on hotpot: location,neutral,-0.11,164,41,11,7,59
15704,2025-06-22,6,6,11,Technology,Apple is really leading,positive,0.36,1269,242,50,16,308
15705,2025-01-25,1,5,16,Technology,Can we talk about GPT? leading,positive,0.66,177,30,10,4,44
15706,2025-04-21,4,0,7,Entertainment,My thoughts on Netflix: amazing,positive,0.59,17713,3522,1602,651,5775
15707,2025-04-28,4,0,6,Entertainment,concert is really boring,negative,-0.46,112,19,4,4,27
15708,2025-04-03,4,3,13,Technology,5G is really update,neutral,-0.03,296,70,16,18,104
15709,2025-03-23,3,6,18,Food,Anyone else think street food is overpriced?,negative,-0.94,94,20,9,3,32
15710,2025-01-31,1,4,8,Entertainment,Anyone else think movie is box office?,neutral,0.02,72,2,0,0,2
15711,2025-04-09,4,2,20,Social,Just experienced pension - hopeful!,positive,0.73,26434,278,60,56,394
15712,2025-04-30,4,2,15,Food,Just experienced hotpot - fresh!,positive,0.43,3247,41,19,3,63
15713,2025-03-16,3,6,17,Entertainment,Marvel is really masterpiece,positive,0.76,1451,192,56,25,273
15714,2025-03-06,3,3,16,Finance,My thoughts on stocks: breakthrough,positive,0.88,294,29,13,2,44
15715,2025-01-02,1,3,14,Technology,Can we talk about Xiaomi? breakthrough,positive,0.57,6736,443,96,29,568
15716,2025-01-15,1,2,22,Food,Anyone else think boba tea is menu?,neutral,0.11,210,45,8,7,60
15717,2025-06-13,6,4,11,Entertainment,My thoughts on concert: disappointing,negative,-0.8,5362,466,215,96,777
15718,2025-06-21,6,5,22,Food,Anyone else think BBQ is fresh?,positive,0.69,191,32,14,4,50
15719,2025-04-21,4,0,15,Technology,"blockchain today, and it was amazing",positive,0.95,302,29,10,8,47
15720,2025-03-21,3,4,18,Social,education is really improvement,positive,0.94,4996,1181,158,271,1610
15721,2025-06-08,6,6,9,Social,Anyone else think inflation is support?,positive,0.89,6171,923,405,158,1486
15722,2025-05-24,5,5,12,Food,"dessert today, and it was must-try",positive,0.36,3622,336,81,89,506
15723,2025-06-26,6,3,15,Food,My thoughts on BBQ: bad service,negative,-0.4,134,3,0,0,3
15724,2025-03-13,3,3,20,Finance,Just experienced investment - recession!,negative,-0.58,448,18,7,4,29
15725,2025-04-30,4,2,22,Entertainment,Just experienced movie - terrible!,negative,-0.83,1500,292,58,52,402
15726,2025-02-18,2,1,15,Technology,"chip today, and it was breakthrough",positive,0.62,200,6,2,0,8
15727,2025-06-05,6,3,22,Technology,Can we talk about chip? specs,neutral,0.25,17016,833,197,185,1215
15728,2025-04-24,4,3,9,Social,My thoughts on health: improvement,positive,0.95,8,1,0,0,1
15729,2025-02-28,2,4,6,Food,Can we talk about coffee? hidden gem,positive,0.52,231,9,3,1,13
15730,2025-05-10,5,5,19,Social,Anyone else think transport is improvement?,positive,0.62,395,109,27,16,152
15731,2025-02-27,2,3,18,Entertainment,Anyone else think Marvel is masterpiece?,positive,0.46,3,0,0,0,0
15732,2025-02-01,2,5,12,Entertainment,Anyone else think Netflix is amazing?,positive,0.47,67,14,3,3,20
15733,2025-04-01,4,1,13,Technology,Just experienced internet - great!,positive,0.92,3829,414,92,34,540
15734,2025-01-24,1,4,7,Entertainment,Anyone else think Marvel is disappointing?,negative,-0.33,1165,20,7,1,28
15735,2025-06-24,6,1,23,Entertainment,Just experienced game - release!,neutral,-0.04,25495,1206,202,155,1563
15736,2025-04-06,4,6,15,Entertainment,"anime today, and it was classic",positive,0.51,24111,5948,716,1050,7714
15737,2025-06-12,6,3,9,Technology,Can we talk about AI? price,neutral,0.0,2607,653,245,164,1062
15738,2025-05-19,5,0,7,Entertainment,Can we talk about movie? disappointing,negative,-0.96,2051,454,112,129,695
15739,2025-03-16,3,6,6,Social,My thoughts on education: positive,positive,0.52,1251,226,66,43,335
15740,2025-04-18,4,4,7,Entertainment,Anyone else think game is rating?,neutral,-0.2,5,0,0,0,0
15741,2025-03-14,3,4,7,Technology,Anyone else think Tesla is overhyped?,negative,-0.63,67,4,1,0,5
15742,2025-03-10,3,0,13,Technology,"blockchain today, and it was great",positive,0.69,1341,19,5,5,29
15743,2025-03-04,3,1,19,Technology,Can we talk about self-driving? great,positive,0.36,3759,330,70,65,465
15744,2025-06-15,6,6,15,Food,My thoughts on boba tea: fresh,positive,0.61,1957,190,81,27,298
15745,2025-05-25,5,6,19,Technology,My thoughts on Xiaomi: overpriced,negative,-0.64,184,31,5,6,42
15746,2025-03-25,3,1,14,Technology,Anyone else think chip is update?,neutral,-0.17,7149,1095,282,296,1673
15747,2025-04-01,4,1,23,Finance,Can we talk about bitcoin? rally,positive,0.47,21266,3122,1113,572,4807
15748,2025-04-18,4,4,20,Technology,Anyone else think GPT is exciting?,positive,0.4,7157,1463,193,348,2004
15749,2025-01-14,1,1,7,Food,Anyone else think hotpot is fresh?,positive,0.41,7936,595,142,135,872
15750,2025-02-25,2,1,12,Entertainment,Can we talk about game? amazing,positive,0.44,358,52,11,12,75
15751,2025-04-09,4,2,12,Food,My thoughts on boba tea: location,neutral,0.19,9432,959,351,228,1538
15752,2025-01-19,1,6,10,Entertainment,Can we talk about movie? box office,neutral,-0.18,1467,165,44,12,221
15753,2025-01-05,1,6,19,Technology,Can we talk about Xiaomi? review,neutral,-0.22,3050,283,140,64,487
15754,2025-03-31,3,0,20,Technology,Can we talk about robot? great,positive,0.41,2277,217,86,44,347
15755,2025-02-18,2,1,13,Entertainment,Just experienced concert - disappointing!,negative,-0.36,860,198,63,57,318
15756,2025-06-09,6,0,10,Finance,"investment today, and it was breakthrough",positive,0.37,196,39,8,9,56
15757,2025-03-08,3,5,21,Social,inflation is really survey,neutral,0.27,930,243,59,65,367
15758,2025-01-07,1,1,10,Technology,My thoughts on Apple: disappointing,negative,-0.75,7891,91,22,13,126
15759,2025-04-09,4,2,10,Social,My thoughts on work-life: survey,neutral,0.02,453,35,14,5,54
15760,2025-01-30,1,3,18,Technology,Anyone else think chip is review?,neutral,-0.18,6546,443,87,123,653
15761,2025-05-09,5,4,18,Technology,Anyone else think Xiaomi is innovative?,positive,0.82,4789,914,430,262,1606
15762,2025-05-30,5,4,18,Finance,"crypto today, and it was profit",positive,0.87,603,91,37,21,149
15763,2025-02-20,2,3,15,Social,Can we talk about health? difficult,negative,-0.86,17634,2445,330,428,3203
15764,2025-04-20,4,6,6,Entertainment,"Netflix today, and it was masterpiece",positive,0.51,538,147,20,17,184
15765,2025-01-31,1,4,11,Entertainment,Marvel is really must-watch,positive,0.98,22451,5396,893,1593,7882
15766,2025-04-12,4,5,20,Food,Anyone else think street food is not fresh?,negative,-0.59,2612,192,85,21,298
15767,2025-01-17,1,4,20,Food,Can we talk about coffee? review,neutral,-0.14,1062,175,76,44,295
15768,2025-06-21,6,5,19,Technology,"internet today, and it was poor quality",negative,-0.94,185,49,6,8,63
15769,2025-06-14,6,5,15,Entertainment,"concert today, and it was masterpiece",positive,0.81,919,109,13,13,135
15770,2025-04-12,4,5,21,Technology,"Huawei today, and it was launch",neutral,-0.07,729,66,25,11,102
15771,2025-06-06,6,4,6,Technology,GPT is really review,neutral,0.1,88,5,1,1,7
15772,2025-01-12,1,6,12,Technology,Just experienced phone - overhyped!,negative,-0.57,709,64,27,12,103
15773,2025-03-26,3,2,7,Technology,Anyone else think robot is buggy?,negative,-0.81,219,62,14,11,87
15774,2025-01-20,1,0,7,Social,Can we talk about education? data,neutral,0.16,3540,389,105,100,594
15775,2025-01-29,1,2,18,Entertainment,Netflix is really classic,positive,0.76,14951,1852,463,499,2814
15776,2025-06-28,6,5,17,Social,"health today, and it was progress",positive,0.69,94,19,8,3,30
15777,2025-05-19,5,0,10,Technology,Anyone else think Tesla is leading?,positive,0.55,33678,2027,294,557,2878
15778,2025-04-19,4,5,10,Technology,blockchain is really amazing,positive,0.69,848,175,36,21,232
15779,2025-03-28,3,4,6,Social,Just experienced education - analysis!,neutral,-0.24,156,43,18,3,64
15780,2025-06-22,6,6,22,Technology,My thoughts on Apple: great,positive,0.7,4991,1078,512,280,1870
15781,2025-06-04,6,2,16,Finance,My thoughts on stocks: rally,positive,0.85,449,77,15,9,101
15782,2025-03-09,3,6,7,Technology,Can we talk about internet? overhyped,negative,-0.68,931,53,17,13,83
15783,2025-06-01,6,6,20,Social,"pension today, and it was unfair",negative,-0.85,488,123,13,16,152
15784,2025-06-01,6,6,18,Social,Anyone else think pension is difficult?,negative,-0.87,214,10,3,2,15
15785,2025-03-29,3,5,6,Technology,"Xiaomi today, and it was disappointing",negative,-0.81,4665,97,40,11,148
15786,2025-02-08,2,5,23,Finance,Just experienced crypto - rally!,positive,0.59,618,22,9,3,34
15787,2025-05-07,5,2,6,Food,Just experienced hotpot - price!,neutral,0.21,61,5,1,0,6
15788,2025-03-27,3,3,16,Technology,My thoughts on robot: exciting,positive,0.31,3301,197,58,34,289
15789,2025-03-02,3,6,14,Technology,"self-driving today, and it was overhyped",negative,-0.74,98,7,2,1,10
15790,2025-06-06,6,4,16,Social,My thoughts on housing: survey,neutral,0.04,109,11,2,0,13
15791,2025-03-07,3,4,22,Entertainment,Just experienced Netflix - must-watch!,positive,0.62,11910,3054,1010,645,4709
15792,2025-02-16,2,6,9,Technology,"blockchain today, and it was amazing",positive,0.36,100,25,11,6,42
15793,2025-03-17,3,0,11,Finance,My thoughts on stocks: wealth,positive,0.57,10,0,0,0,0
15794,2025-03-16,3,6,11,Social,Anyone else think environment is analysis?,neutral,-0.2,3811,360,138,87,585
15795,2025-03-22,3,5,11,Entertainment,"anime today, and it was masterpiece",positive,0.47,597,175,55,32,262
15796,2025-02-13,2,3,18,Technology,Huawei is really price,neutral,0.3,709,83,34,12,129
15797,2025-02-07,2,4,7,Technology,Anyone else think Xiaomi is price?,neutral,0.22,584,171,25,35,231
15798,2025-06-26,6,3,17,Technology,"Apple today, and it was buggy",negative,-0.72,1742,192,81,20,293
15799,2025-03-17,3,0,19,Technology,5G is really leading,positive,0.84,243,31,10,3,44
15800,2025-03-08,3,5,11,Finance,Anyone else think investment is portfolio?,neutral,-0.13,20998,6148,2430,1159,9737
15801,2025-03-06,3,3,19,Social,housing is really discussion,neutral,0.15,57,0,0,0,0
15802,2025-01-10,1,4,7,Technology,My thoughts on robot: buggy,negative,-0.69,2669,721,79,165,965
15803,2025-06-28,6,5,20,Entertainment,My thoughts on concert: trailer,neutral,-0.27,3960,474,196,84,754
15804,2025-05-07,5,2,6,Finance,Can we talk about investment? analysis,neutral,0.08,240,12,2,1,15
15805,2025-02-12,2,2,6,Food,"coffee today, and it was wait time",neutral,0.06,141,6,2,1,9
15806,2025-05-20,5,1,13,Finance,Anyone else think crypto is loss?,negative,-0.41,8386,1505,575,293,2373
15807,2025-05-01,5,3,16,Social,My thoughts on pension: survey,neutral,-0.09,151,26,4,6,36
15808,2025-06-23,6,0,18,Food,dessert is really disappointing,negative,-0.71,325,35,4,2,41
15809,2025-05-24,5,5,10,Technology,Anyone else think phone is launch?,neutral,-0.21,6467,1450,628,389,2467
15810,2025-05-06,5,1,6,Food,Just experienced dessert - overpriced!,negative,-0.52,1175,201,45,22,268
15811,2025-06-10,6,1,9,Food,"dessert today, and it was hidden gem",positive,0.87,30,4,1,0,5
15812,2025-04-15,4,1,7,Social,Can we talk about housing? support,positive,0.74,36102,6744,1915,1292,9951
15813,2025-02-14,2,4,17,Food,My thoughts on coffee: price,neutral,0.01,379,83,30,9,122
15814,2025-04-30,4,2,12,Technology,Can we talk about Huawei? features,neutral,0.28,490,43,18,4,65
15815,2025-04-28,4,0,10,Food,Anyone else think coffee is fresh?,positive,0.48,1829,300,92,18,410
15816,2025-06-22,6,6,19,Finance,Anyone else think investment is recession?,negative,-0.47,3828,324,51,33,408
15817,2025-06-24,6,1,18,Finance,Just experienced funds - breakthrough!,positive,0.71,55393,8554,2572,944,12070
15818,2025-06-26,6,3,18,Finance,Can we talk about stocks? crash,negative,-0.67,39,1,0,0,1
15819,2025-05-05,5,0,11,Entertainment,Can we talk about Marvel? terrible,negative,-0.83,5721,838,148,153,1139
15820,2025-03-09,3,6,9,Entertainment,Anyone else think Netflix is amazing?,positive,0.99,4846,1300,438,239,1977
15821,2025-01-04,1,5,17,Entertainment,Marvel is really masterpiece,positive,0.74,833,24,3,6,33
15822,2025-06-22,6,6,16,Food,Can we talk about BBQ? price,neutral,0.23,5295,150,20,17,187
15823,2025-04-24,4,3,8,Entertainment,Marvel is really trailer,neutral,0.07,7104,995,477,219,1691
15824,2025-02-08,2,5,10,Entertainment,My thoughts on Netflix: terrible,negative,-0.89,69,5,1,1,7
15825,2025-01-13,1,0,10,Technology,My thoughts on robot: poor quality,negative,-0.44,36298,8980,2904,2679,14563
15826,2025-04-16,4,2,20,Food,Anyone else think coffee is must-try?,positive,0.31,48,9,1,0,10
15827,2025-02-04,2,1,13,Technology,Just experienced Apple - great!,positive,0.46,113,7,2,2,11
15828,2025-01-19,1,6,13,Technology,Just experienced chip - launch!,neutral,0.02,649,112,51,14,177
15829,2025-05-25,5,6,9,Technology,My thoughts on blockchain: overhyped,negative,-0.97,51528,6563,1541,1240,9344
15830,2025-01-21,1,1,12,Social,Anyone else think health is stressful?,negative,-0.84,591,111,40,31,182
15831,2025-04-28,4,0,11,Finance,Just experienced economy - portfolio!,neutral,0.2,1028,159,65,8,232
15832,2025-03-19,3,2,10,Technology,Just experienced Apple - launch!,neutral,-0.21,19228,4362,1067,477,5906
15833,2025-03-11,3,1,10,Entertainment,Anyone else think anime is must-watch?,positive,0.5,601,17,4,3,24
15834,2025-02-15,2,5,21,Finance,bitcoin is really breakthrough,positive,0.39,103,20,3,4,27
15835,2025-06-11,6,2,19,Finance,"investment today, and it was portfolio",neutral,0.05,476,4,1,0,5
15836,2025-05-08,5,3,14,Finance,investment is really breakthrough,positive,0.46,17010,3956,732,301,4989
15837,2025-05-11,5,6,11,Entertainment,Just experienced concert - must-watch!,positive,0.55,1263,31,12,6,49
15838,2025-04-02,4,2,17,Finance,Just experienced bitcoin - market!,neutral,0.11,52120,6410,2575,1512,10497
15839,2025-01-28,1,1,8,Finance,My thoughts on crypto: market,neutral,-0.15,4797,838,235,169,1242
15840,2025-05-26,5,0,6,Entertainment,Anyone else think Disney is must-watch?,positive,0.33,301,39,16,3,58
15841,2025-06-28,6,5,12,Entertainment,My thoughts on game: rating,neutral,0.17,1214,16,5,4,25
15842,2025-02-14,2,4,19,Food,My thoughts on BBQ: menu,neutral,0.02,199,12,5,3,20
15843,2025-04-16,4,2,8,Technology,Huawei is really price,neutral,0.12,288,59,9,8,76
15844,2025-01-18,1,5,13,Social,Just experienced education - survey!,neutral,-0.22,8522058,234567,26447,28194,289208
15845,2025-01-31,1,4,7,Technology,Can we talk about phone? breakthrough,positive,0.99,8410,1722,771,430,2923
15846,2025-06-11,6,2,16,Social,Can we talk about pension? improvement,positive,0.63,6137,1161,341,156,1658
15847,2025-05-23,5,4,16,Technology,Just experienced GPT - leading!,positive,0.79,315,47,10,7,64
15848,2025-01-13,1,0,14,Technology,Just experienced robot - great!,positive,0.37,25315,2324,1036,245,3605
15849,2025-05-15,5,3,19,Entertainment,Just experienced concert - waste of time!,negative,-0.42,9885,521,106,92,719
15850,2025-04-09,4,2,18,Entertainment,Anyone else think Netflix is incredible?,positive,0.88,47251,4404,1308,958,6670
15851,2025-04-23,4,2,20,Food,Just experienced coffee - delicious!,positive,0.76,42882,3372,1457,672,5501
15852,2025-06-30,6,0,12,Food,boba tea is really menu,neutral,0.18,56,8,3,1,12
15853,2025-04-10,4,3,23,Entertainment,movie is really trailer,neutral,0.03,119,25,10,5,40
15854,2025-04-03,4,3,22,Technology,robot is really innovative,positive,0.3,147,30,7,4,41
15855,2025-03-06,3,3,20,Technology,"Tesla today, and it was launch",neutral,-0.26,166,8,3,1,12
15856,2025-02-05,2,2,21,Technology,"AI today, and it was exciting",positive,0.82,2094,324,39,16,379
15857,2025-03-13,3,3,9,Social,work-life is really improvement,positive,0.97,352,24,11,3,38
15858,2025-01-11,1,5,15,Entertainment,concert is really classic,positive,0.84,69230,17207,8582,1295,27084
15859,2025-04-12,4,5,14,Technology,Can we talk about Apple? innovative,positive,0.51,49481,2817,550,181,3548
15860,2025-04-06,4,6,16,Technology,GPT is really innovative,positive,0.87,1082,73,26,18,117
15861,2025-03-16,3,6,8,Entertainment,Just experienced Marvel - masterpiece!,positive,0.84,54756,14046,1795,1614,17455
15862,2025-01-03,1,4,15,Technology,Just experienced Tesla - overhyped!,negative,-0.54,21509,1039,260,161,1460
15863,2025-05-10,5,5,16,Entertainment,My thoughts on Marvel: amazing,positive,0.78,445,84,30,18,132
15864,2025-01-15,1,2,21,Food,Anyone else think dessert is wait time?,neutral,0.02,19,2,0,0,2
15865,2025-03-03,3,0,10,Entertainment,Just experienced Netflix - boring!,negative,-0.51,709,16,3,3,22
15866,2025-01-27,1,0,13,Social,Just experienced health - positive!,positive,0.94,302,90,21,15,126
15867,2025-02-25,2,1,10,Technology,My thoughts on GPT: innovative,positive,0.72,1657,474,205,43,722
15868,2025-03-05,3,2,16,Social,Can we talk about transport? expensive,negative,-0.55,1310,222,45,64,331
15869,2025-05-25,5,6,12,Food,boba tea is really not fresh,negative,-0.86,1243,148,67,13,228
15870,2025-06-28,6,5,19,Entertainment,Anyone else think Disney is disappointing?,negative,-0.75,3125,923,316,156,1395
15871,2025-02-24,2,0,17,Entertainment,"anime today, and it was amazing",positive,0.43,97,14,3,3,20
15872,2025-04-06,4,6,8,Food,"dessert today, and it was disappointing",negative,-0.46,2496,238,77,58,373
15873,2025-03-29,3,5,22,Technology,My thoughts on internet: launch,neutral,0.18,455,49,20,9,78
15874,2025-06-24,6,1,19,Technology,internet is really exciting,positive,0.5,1635,443,202,77,722
15875,2025-02-22,2,5,11,Food,My thoughts on dessert: disappointing,negative,-0.96,7441,1026,494,303,1823
15876,2025-03-28,3,4,15,Technology,"AI today, and it was exciting",positive,0.36,94,4,0,0,4
15877,2025-04-02,4,2,8,Finance,"bitcoin today, and it was rally",positive,0.37,624,120,55,14,189
15878,2025-01-22,1,2,20,Food,Anyone else think hotpot is menu?,neutral,-0.09,865,226,72,13,311
15879,2025-05-20,5,1,13,Social,"transport today, and it was expensive",negative,-0.46,392,49,23,13,85
15880,2025-06-17,6,1,9,Entertainment,movie is really incredible,positive,0.73,6631,1560,586,325,2471
15881,2025-06-03,6,1,11,Finance,"economy today, and it was profit",positive,0.86,259,27,4,5,36
15882,2025-03-03,3,0,9,Social,inflation is really positive,positive,0.39,361,79,21,5,105
15883,2025-01-24,1,4,9,Finance,bitcoin is really breakthrough,positive,0.91,265,3,0,0,3
15884,2025-05-18,5,6,20,Social,My thoughts on pension: hopeful,positive,0.99,9741,756,206,42,1004
15885,2025-03-23,3,6,16,Technology,Can we talk about Xiaomi? innovative,positive,0.71,409,88,11,13,112
15886,2025-02-06,2,3,12,Social,"health today, and it was data",neutral,-0.25,2752,545,142,27,714
15887,2025-05-27,5,1,16,Finance,Can we talk about economy? forecast,neutral,0.05,57034,8669,4188,2256,15113
15888,2025-02-07,2,4,14,Food,Just experienced street food - not fresh!,negative,-0.53,944,74,12,10,96
